,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25
65,0.9910594242225638,-0.08443678635553135,-0.0087895221227777,-0.5536233141256425,0.08402176093309313,-0.05229713757100654,0.14796888063276262,-0.4961139797833766,-0.6527362855635124,0.10428632223219882,-0.30837846923364687,-0.5446962871197124,-1.160372977667465,-1.264187595991705,-0.15824637244161582,1.2844943775351327,-1.1700036864398626,-1.1103541609416774,-0.3663728472664642,0.6779632895993344,0.9174621535937203,-0.2636990658730787,1.389775295320786,1.2905109976279934,-0.8790168861647499
141,0.32208231076698546,0.017613251933657315,-0.5859276733177553,1.3035079319347591,0.2257615231117544,-0.49757083838520716,-1.9689231424160831,0.8232799156777053,-0.97536602727825,1.2528426344274837,-0.782003492511037,-0.4482246163001494,-1.7710685530880912,0.2773584619646759,-0.8130143722601298,-0.022278979183713316,-0.552920837367302,-0.7597031174802871,0.6647027453331099,1.0018248536819372,2.042076040143744,0.32910677871012955,-0.01109200394860206,-0.6922503292658964,0.10343812930810638
925,-0.39361158203300994,-1.0990392245318592,-2.0495145161883253,-0.8534954800613416,-0.04147177799914767,0.5529052285994815,-1.5681443134200506,-0.39711533156785284,1.796665201675017,1.455434483915325,-0.9365920062436421,-0.591018455733432,0.2006986942888783,-0.7624179506029144,-1.3121632011955178,-0.7603636412161305,-0.9783079498224979,1.1062315588599687,-0.6694369136334904,1.7984800871381175,-0.39338229774465705,0.3735336834117687,0.3824333156925354,0.440059929023145,0.45721306369251385
827,1.7469896981754964,0.8166247432622288,-0.14114031944383582,0.46095864185730206,-1.181190940595717,0.5389630726557222,-1.7808816400803014,-2.182101294200962,-0.6348026834673863,-0.816184171876115,-0.8607379884731032,0.15213371886411586,-0.28770705554947656,0.9258046415960592,-1.9178326617980233,-0.08191229572560826,-1.100096962577806,1.3542109252450831,1.6462833835839772,0.47849973179588984,1.2622778906716723,0.5141326999931192,-0.5690613908465737,-1.1093075324979949,0.05042676413944306
655,0.6054045047627467,-0.029766488336401747,-0.6391935337501581,0.11650805247587083,0.115596738679908,-1.227828566056992,0.591668049693131,-1.0731902740670494,0.32158454037275613,0.686774070503355,-0.3199072780029138,-0.6418214039443414,0.3188083396282559,0.5557421780428925,0.5308015836727296,2.054092441435975,-0.31146719489920155,1.3908335481766434,0.37969967741711247,0.058608917371792725,-0.38479202360407067,-0.15627633670504304,0.47263976299001165,-0.5693514235811376,-0.8577331766050195
331,-1.19944625795536,0.1585496531596428,-2.011981365705703,-1.6056334030627877,0.16504063653773915,0.7539120651921329,0.05762276315959555,-0.8042679214494173,1.1754540123391348,-0.4989787430558854,0.507879845068621,0.2868638428193504,0.8854705829400954,-0.8708988204679343,-0.12983632584940336,0.1394151593464063,-0.7602623997034793,-0.7038332580694631,-0.0760489076970426,0.8697620581762918,0.5795812479848041,-1.731324578876315,0.08259051687541312,1.3252636031273886,-0.24655360757598987
664,-0.7071110812932093,-1.292966012403528,1.299181252629184,0.9916463782608022,0.043640132465737946,0.29658383715080283,1.2195329359482587,1.6424192459283222,-1.0172453692868415,-1.5452291149986712,0.4265679117836776,0.8033160427378291,1.1272811234320694,0.24846242113129152,-2.429112337166646,-1.0381392850114375,1.3867806572852113,0.6952675002522368,0.6010529350741034,-0.6827428448042349,-1.1032927428246264,-0.9159675813651517,0.3539819326710066,-1.646241349106251,-0.9043951229546204
249,0.7240750507443041,0.19807861703159935,2.463013688775024,-0.5456553943625845,-1.1669178013714432,-0.9024147207441254,1.1420545923522467,-0.8562881236602804,0.4793542588185019,0.586851538784868,-0.4818643154847231,-1.9300868693234323,0.23578706419803366,-0.0386517688273251,-0.38005365060030677,0.017183850385528075,0.46538407681917565,-2.429755297682545,0.7786827457257895,0.04323168964489037,-2.510222141040413,-0.30659307467838237,2.010903035413434,0.4319965633696103,-0.5275973425790509
907,0.9667049813966009,-0.19227831281144533,-0.28515853015527837,-1.5499991784960077,1.0342266740047628,0.8963101857786598,1.0611627323738506,-0.35148363616116995,-0.9104176741697237,-0.1830028796239041,-1.260974758908604,-0.6932761239231569,0.8452710294458669,-1.6006831090159857,-1.548088389692493,0.05797469661566357,-1.688901668563729,0.2577297412110527,-0.9487015346631669,0.058460456834025704,1.007114428981635,-1.0643724104341996,1.5062959148871558,-0.3776049530579387,0.4752499290058339
708,-0.3538175262121811,0.7206105486789331,0.28029129196590696,-1.3205962897466004,-0.43807864810353686,-0.6988661804419937,0.8460450088894076,0.9287675350757748,-2.2850844946693503,-0.36240243368808,-0.9234004725250807,-0.23187797506123262,-0.37075098380764737,-1.4036983847452424,0.5792986450796365,0.9626072740766523,-0.22366927419791616,-0.16596173147292473,1.292408930468729,-1.8622133264488476,0.9710883383822022,0.29248418794229586,-1.2318686881330803,-0.9600105221878282,-1.7414916566140959
305,1.5499344050175394,0.22745993460412942,2.1904556258099785,-1.6074832345612275,-1.2308643164339552,-1.236950710878082,-1.5506634310661327,0.8135172173696698,1.307142754282428,-0.5662977296027719,-1.3204566130842763,0.09965136508764122,0.29698467323318606,0.4735924306351816,-0.3220615162056756,-0.9194242342338032,0.25988279424842353,0.5219415656168976,0.1846338585323042,0.7818228717773104,-1.0623037137261049,-0.9905363251306883,-0.7832532923362371,-0.5034756541161992,0.06856297480602733
734,1.471400348166522,1.9684512893602903,0.8658725885843434,1.799738291727098,0.8039864958905025,0.7159104161288095,-1.6950177929753076,-0.6690967601377134,-0.6886499086367672,0.08533977579489384,0.911750123972265,1.4094344240509098,0.4345400972542903,0.865271157294546,1.0902442836580648,0.6961897158262457,-0.8519712450499742,-0.9617624207732018,-0.5493500912013305,0.2962004433548381,-0.6962935790523948,-0.35379073114231385,0.9075323007926969,0.01921885221727033,0.36731938784919665
975,1.0642758718444707,-0.11382032618358325,1.990147773818276,1.2254210614586665,1.229781526972715,0.5892834329575966,-0.6568732822933941,0.11122091548342763,0.07153318204094465,-0.25390096274087554,-0.506948690259626,0.09898648704025091,-0.9130491839967317,0.3220472043256931,1.5703918403378156,-0.39955305599675006,1.5603668175048813,0.2952297411054327,2.1939251518044447,0.87713461937785,0.9502792834882797,-0.8518059981826698,-0.4644686327775655,-0.10743975483696008,1.3943390520546883
49,0.9354943958784453,-0.7834881283458742,0.07018585242274462,0.775765385282725,-0.16224853995849545,-0.3527007950036071,0.14155926689579443,-0.37440044799890676,-0.8825972861435134,-0.7235051090620076,0.8287404536855749,-0.3012191440531824,-1.051163606350194,0.3956975066080047,-0.07892667577455567,0.014816009930505383,-0.3191180896979034,-0.5910457207268417,-1.0832016831846014,1.0153427862709963,-0.3677355832759664,-1.013793740969723,-0.18859185110631663,-0.3389276313491429,0.7031563164196175
896,0.6229440304133081,0.23987275228472507,-3.8366555484593694,-2.0474371857707503,-0.5066348337879193,0.9669566453448166,-0.4466430468146064,-0.97826564926624,1.4854773692725496,-0.5403763389870544,0.5446245744993387,-0.8014839218310068,0.9210258397309934,-1.0777207457916016,-0.787036278933299,0.3431585541974166,-1.3326784410252037,0.4494335159472622,-0.22072875695836655,-1.6522426773534897,-1.5594357791262254,1.2368324661272665,0.641541644936012,-0.3984452749893668,0.6122698101053926
2,-0.3807634038618044,0.8091127907313788,-0.2728445463401307,-0.48298392607284074,-1.2077593925433523,-0.31469082878809246,-1.0042905634942532,0.5991033318635947,-0.8497209214776963,-1.0984092179625526,0.1293680067038185,-0.6191229482499316,-1.829681815208083,-0.6982618487513923,-0.1683004231716427,0.12417568474461345,-0.663436157219488,-2.380739105523497,0.5306831230100478,0.03757485933586561,0.9959736788464457,0.9701750825678591,-1.269465266012813,-1.5065252580391153,-1.181981996068219
544,1.662412597822257,-0.15634517349918595,0.22010982379366362,1.4310197801252555,-0.5001690973739038,-1.6880218445968753,1.2092795388889936,-0.35870624076616664,0.0385732419762537,0.32820896842876396,0.2404627448017032,-1.2482747560297265,-0.0795670489861375,-0.5540155332467,1.4425916214453727,1.188599180534435,0.5384693872544943,0.8802632056007167,1.1658867394684167,-1.431186765846887,0.11906207824307634,1.2363181797064053,1.263189123018033,-0.4560416742859714,0.32474332035109527
350,-0.7461360206959045,0.3935720111545927,0.8822575096080764,0.9372062705816853,-1.0948634923668525,-0.8120248745538271,2.073664175433755,-1.066859841662305,-0.09515935148561522,-1.3701377427598929,-0.6581277255566853,1.9639992359884344,-0.2097021062955529,0.5273547467523633,0.21386223282894956,-0.012195566593894366,-0.5812559499755355,-0.6184543903794149,-0.4249114100828423,0.423553396035471,0.10242866407800864,-1.4250667751443256,-0.896084697880049,1.1118533687966246,-0.3702140306079106
904,-0.675039011419468,1.117520548774607,-1.808342054024234,0.19267992984947224,1.5291010066732473,0.30274379250504235,0.6602587067065492,0.7429954109391514,1.1201294063310439,0.6101335450879344,0.2563609837384655,0.3421194201096571,-0.12799697521339518,0.6518415719803556,0.08669457148553406,0.4629127794931132,0.21359657456431608,0.5837293615218192,0.7939351209105097,-1.2093244677784134,-0.02238465649681007,-0.1395140283330708,1.1974945165643633,-0.7172829730156689,-0.8860393883859076
536,-0.5111977985613847,0.7310375253855356,-1.8290944139212169,-0.16596840779492483,1.9373842411793845,-0.11039990409904346,-0.035638560931668735,-0.08194248239183136,0.8524412648213425,0.9751071432888088,0.2223777489305565,-0.73238274559508,-0.018166881405454506,-0.20272002943667036,0.04191804023862554,-1.199995580093643,-0.4310999895256928,0.16061130215516814,0.22014519035127497,0.7775497655241282,0.10004862777774516,-1.6792080900537842,0.4427533213091045,-0.9074963807359919,-0.6442029983199388
344,0.050913695535472696,-0.6590596905145408,0.7903490086922889,-0.8605073265053105,-0.68135160643521,-1.0878375477136197,-0.4177551249208164,-0.3725622805709149,0.5995786278137534,-0.5246687805653643,0.07920292868964361,0.7611923727015086,0.1045422455492162,0.6420450918935612,-1.8858646178642093,0.5053933762204632,-2.0870692457095164,-0.9511080467424646,-0.6046808501274109,-0.2941231803761696,-0.7036563773150829,0.169597676394935,0.1704009940620107,-1.5060829104020683,-1.7710568023371822
994,-0.467738683858582,0.32864402580480856,-0.8193868304987907,0.7831556560131748,-0.301579807791105,0.6712701367053535,0.8092586281232986,-1.28950006972398,-0.5738199139101188,0.44176064964947936,0.7460239529828163,0.1756035498043702,-2.0534865486558886,-0.5969720279011155,1.0185374276503947,0.8201435941230599,1.4086194934459193,-0.6275400027440727,-0.568876975197369,-0.12574629749577262,-1.525662409286842,-1.1889411180533487,-0.7982060763581541,-0.15195112347198586,1.232328605214664
481,-1.7615824272546483,0.17020282461353894,0.2553543421120036,-1.0308152774500663,-0.6758783643523114,1.4507099241344232,-1.0491287298878536,0.5047813609150709,-0.5133774875146491,-0.02541136932159493,0.7657805394802747,1.4692134397269894,-1.608926549445604,-1.6661892380266072,0.9072736847917083,0.33635673747061456,0.6982655364920956,0.6586908139056186,-0.3387430117714108,0.043814192831760926,0.22622628142460888,0.826290124622276,1.0234334555645097,0.777508667265898,-0.5514328123964021
575,1.586899657033091,-0.4050110714506975,0.35647710466949206,-0.3531201800024466,-0.09326066554176463,1.423264921065661,0.47868118065093707,1.1722749596080682,0.1294216768153004,0.49353729420376685,-0.13339032211162255,1.038727059442183,-0.5238431703133952,-1.577229636132122,-0.14017792982534394,-0.8935809679780109,-0.6833810365201296,-1.3864894206912433,0.030849492756939163,1.1086744199557241,0.6875507195924941,0.6476059825670705,-2.4604358220962053,0.20152960578250198,0.1560907384568524
33,0.7882916566360036,0.21282439866996872,-0.47971889676613605,-0.17387382031458634,-0.9648933001863843,0.01999548620641927,0.006381540963314977,1.6158724901223136,-0.010352289907736689,2.1857306167225743,-0.3998267342865265,-0.24657105425957435,0.676507476439975,-0.5789842199399048,-0.9870461789363153,1.056101251669989,-0.7051105201659605,3.377382919082646,1.3385921382956067,-1.349605255711928,-2.044629003801268,-0.43263751633352826,0.9140771642240336,0.7351321130540912,-1.8482585300784151
31,0.7564883543160984,-0.24775241823970925,0.5070202721353568,-0.8744356483399182,0.30734561670797006,-0.18385389315920966,-1.5958939685741134,-0.803948414727481,1.3204140097838342,-1.395448504755072,-0.8456731044941129,-0.7079109406740753,-0.0626482221218215,1.4273053642892164,0.6594512411136115,-0.4194347526585506,-0.2795074632965335,-0.014098965906671578,0.6276062975618311,-0.15830547800966377,0.6523303381766798,-0.05739536507403601,-1.9140600705874673,-0.262746747686504,-0.7390286580232329
231,1.4164117917002925,0.13965368956535082,-0.5696989629257314,0.9687698956813533,-0.6003856928711058,0.7418222943901266,-2.205294372755906,0.308292063638821,0.07333674477813668,2.6378817522602,-0.0919684662030466,0.3018733807210118,-0.40328779191093866,-1.0034389034995035,-0.15783750984025996,-0.3313522990878492,0.4939773822056448,-1.081914368713133,0.9671781224389495,-0.36234755754610226,-1.3452096708086025,-0.3578279334412669,0.7732399866657592,-0.3863224754471755,1.3897641339463556
963,-0.6304584541854775,-0.4603067625743631,-1.4155240669137066,-0.38003684628935364,-0.5591638350592083,0.6446898032842333,2.0994075205025093,0.7352693099749874,1.030249693969567,-0.27037139913579117,-0.6547697756239492,-1.389780143192669,0.07991526374003749,0.09131472861134962,-0.7801438813877718,-0.38045590416635117,1.1328046971748071,-0.5106084992975795,-0.4047953794202932,1.5973972932216232,2.159121154603292,0.9778722722111376,1.6370824079927424,1.352039365974326,-0.041248128979203026
192,0.07595526791608741,0.8872908372667421,-0.9161919154812425,0.03793783544760203,0.8691560643892732,2.3638724946193608,1.4872461553359273,-1.2376624223272978,-0.7632861041785816,-0.06717829004935526,-0.7859860326349823,-0.7157599891107518,0.30381859560487573,0.49968511030293383,0.4822489526806572,0.4720022709192744,-0.20931381957936157,-1.3810446031537749,0.6833289928110694,1.0729780477660118,0.23940450053537707,-0.8318222082304447,0.7426824183597224,0.6820520657126199,-0.580053241370043
333,1.4300303889213692,1.2757718207583224,1.4007772761956514,-1.0471843552482283,-1.1326072905212539,-0.16713608416283599,-0.5772209563821133,1.9017657087015443,-1.4089039044254048,-0.8035309614270922,0.14623527902236097,2.753229510803207,0.6682481239413528,1.6629136549874428,1.2910522327024336,-0.8706427909666666,0.5036366361778611,0.5912895892934729,-0.803409459792437,0.033015876934859634,-0.4690706179438185,0.45596839988058907,0.20104766428169443,0.07857322096112584,1.4120963746775894
3,0.7611740390516385,-0.35991109356667156,-1.525185436662198,-0.9126787606958671,-0.7146641168409925,-0.33123930887839503,0.0833453509750919,-0.18080744508722618,2.031158713073231,-0.30530915351856486,0.27924010122099974,0.29919976608889587,1.0371714725320045,0.08036232596303014,-0.3498853491230032,0.04052294231700992,-0.3874886632696904,-1.7101751013917943,-0.2786563338793094,-0.24717161224439949,-0.33149938829951425,-0.1947896212832356,-0.12064303412983486,-0.6235968803326393,-0.33338005560766565
204,-0.7268893832047121,1.8344313331400877,0.35747018584872403,1.4215032852330935,0.3073093537363383,0.0347544782918479,-0.2610034893516796,-0.9247118804011716,0.4153114772403338,0.48114589076518677,0.10413338802134002,0.28729657274908715,0.4086847622754085,-1.1467830986265493,1.2148840301830344,-1.5309276325126464,-0.9101987062279108,0.9163289534385712,0.9987265700830984,-0.18998142349707814,1.0678566772943998,0.33412624733823465,1.0452075820322506,-0.6068253417863988,0.9203961612544849
514,-0.40409531183239966,0.697238046390313,1.542806773769682,-1.1565552170673363,-0.5775342640192128,-1.2628647537281779,-0.10737861841004537,-0.13111133868048266,-0.347524942518858,-1.1546343387288442,-1.2295262512173861,-1.0656826978195666,-0.49987103450503223,0.3023229003482749,1.9920944074974534,1.3755969643042085,1.21644738727708,0.10722928841915275,1.2812386535229803,0.15551160376356082,-0.14166263187224326,-0.3357859389797497,2.035531456719595,-1.6837325676140487,1.6056779580824545
799,1.5401078237440315,-1.686876951373053,-0.6476527563780456,0.5837114198239499,0.7499383929448385,-0.19572497908388292,0.5672179054338725,-0.4928849123837183,-0.2523534819908905,-2.3690243115812515,0.5379759698264889,-0.19735515533466427,-0.8446772632932499,-0.5561645694219997,0.5207943056927528,0.14876073333569612,0.669884490215741,-0.9528610405863005,0.7404212140477514,0.2948306892096945,0.04693629841522772,-0.3300068686248863,0.968498802624876,0.9243573680260055,-0.49620587574150743
306,-0.7875514406287065,0.3860246187085598,-2.161055997349271,1.6018987915899814,-2.5500262915163465,-0.29356683659088617,2.277688926030931,-0.4899440209739625,0.5436541282806068,1.0048216917579127,0.9011117810621716,-0.42343658317927757,2.143444818543648,1.1389106114800476,-0.2359800988669462,-2.2259354179580777,-0.8701631577799022,-0.6117678621927194,-0.7883092647749634,-2.679984485964469,0.4675749124821571,-0.4211027721618318,-0.46995787317315146,-0.7372616763919609,1.8190771901958052
109,0.7883648007773563,-0.7124285899365972,0.5356375884651636,-2.3193981398964385,0.2693172378464116,-1.8269103039659818,-1.6305128776410573,0.2535929416908065,0.6249100884688427,1.4165838233446926,0.7580273787604709,0.3033923751977811,-0.06751400752828958,0.8074298502955989,-0.22342347274165192,-2.0766160121985853,0.15368176317690393,-1.2483878121270522,-0.45041888656765466,-0.34494931521447475,-0.39858366430086173,-2.069439259214251,-0.3600313241083667,0.1530317527811502,-1.286609125399738
430,-0.0784896243763409,-0.3731662385021419,-0.26721202369464575,2.7427966043700196,1.3399998854762094,0.9452143122503819,0.07205085018665584,-0.29596757304826016,-1.7072411352053674,0.7873751382239931,-0.19802721959740235,-0.7769912116935443,-1.2745102093049272,0.5282883324746676,0.29330623601702466,-0.2976425359964962,1.3131697870913475,0.28668481987434286,-0.327368690943752,1.4047908419597586,0.19278407772429806,-0.6999809002033711,-0.04887723351959414,-0.45666758990472633,1.3743116206542387
77,0.43004164719106963,-0.07160125941406395,-0.4937565831613125,0.7276295436369798,-0.19634984908497827,0.07863519031609059,-0.3486521344078592,-0.2590421458207031,-0.03722223650984159,-0.4281151609659125,-1.9982006845321076,1.5007597906343109,0.3464884758979927,2.076747983560841,0.23878915902651351,0.38193545223155334,0.7326400772155792,0.9163276747024814,0.05194588580729943,-0.08071658010858232,-0.3216350512173826,-1.556581898659751,1.0302834540318422,0.8502217421134929,-0.3492577043184288
84,-0.5944136985779728,-0.39669617996520684,0.7715225308761193,-1.1704617092886238,0.6546419928245036,1.6904526695858395,0.3005869246391313,0.36358427384619,-0.014970418030954094,-0.29773564888123116,-0.8371063267469117,0.7261275213503737,0.8483172197046055,2.5197076456453744,-1.8259010941126057,0.13490711633812782,0.4814953205671245,0.28347660401898234,0.13292846482750106,-0.5351642671676378,-0.189751557259683,-0.008413665971365013,-1.14506791648254,1.8914551152692207,-0.5160601765303474
286,0.472597482413043,-1.8408742313316453,-0.18398333635267913,-0.6248185776956788,1.0143700650181304,0.18676676447707832,0.19584525509768155,1.6654744444625766,-1.2795769667357015,0.34758170536167105,-0.7553829323533225,-0.5397596803093615,-1.4066610968482223,-1.7025836042378404,0.9826909839455139,1.0291556373256436,0.517659020469123,-0.6115178029919482,0.026091050210833786,-0.7257438131534656,0.40825275571447184,0.01843393306539316,0.25602973431387566,-0.7783047254023127,-0.978372777615032
82,-1.7632509319919358,2.3819449834156243,-0.19678183338273603,1.6505209030879733,-1.4237178187039348,1.3365940755444992,0.08124707623980247,-1.274197480440803,-1.3592890514201645,0.015983766722198454,-1.1460679421083284,-0.25042721743676133,0.8468697346842523,-2.2212335007751243,0.5248137030093496,-0.06426512842961017,-0.5248291214389753,-0.5102497897285304,-0.1722021645792605,0.5667863905882048,0.9257624504569774,-1.5321824160814554,-0.9121932712061199,0.5115256721178874,-0.5493205302832531
991,1.8182787037428214,-0.6277549867574896,1.4729835776298295,-0.48763907349858004,-0.9329484701730206,0.14663258764617476,1.8619148781501726,-0.5402855278956832,-0.35067339365859646,0.9173666494778481,0.592521009760872,-1.5170730369056327,-0.058607075782472,0.6104399993168492,-0.32016950822072576,-0.329396455962543,2.0988412303524395,0.6301079955837326,-0.6581752741371039,-1.0300950764894898,-0.2563556428531463,-1.4203017800706945,0.1921922494586957,0.6012367881516733,-0.21297865655021128
789,-0.845690819764949,-0.7259519002992479,0.9700859861773148,-0.012993678683590195,1.002802734320083,0.05197172671550086,1.089368288958371,0.8686572407355625,0.03207432755718716,0.1222844623622011,0.013144788559767907,0.05430390332633274,0.6752124304135045,-1.048646146094058,0.07332992825063586,-1.0688700877382575,-0.5348428545247115,-0.8027776748685957,-0.3277876896242152,1.1847555034110568,0.3529283432901299,-0.9011373907316163,0.7519209996279153,0.9456674478849113,0.6959699432813283
894,0.9363373808293303,1.6692469423765,0.9595080570233295,-0.4872209416682221,0.3644260771353479,1.285759036510566,0.6064247283911633,0.9393198902324554,-0.8842760363604175,-1.290167414451457,-0.6616898709663194,0.6629937020525997,0.3081283365365046,2.7008664695495948,0.7906415838876719,-0.07618566995191904,0.880806853484222,-1.1405784894885544,0.2123800860234896,0.17942952129493323,0.45276258784806556,0.7577341142099038,-0.4709898102640032,0.3763259576465752,0.49260948681305256
398,0.8508979621679722,-0.5827586576115821,0.8250982646676347,-0.13427916218630415,0.26536234939962844,1.2361307218062179,-0.8192578597214978,-0.10322175293249623,-2.438817158276429,-0.6581164890752567,0.08865759096143744,-0.30372602877666466,-0.6176518954343502,0.26256132900192497,0.3904648499288896,0.19358991136754436,0.9262154022415924,0.1973157074055956,1.42274813609994,0.9653974845911707,0.8743891807127275,-0.8671302157109003,-0.13737178839939665,-1.345870923473215,-0.47622087354465903
323,-1.6117850634872015,-0.21311375409278915,-1.9095827671969017,-0.8944442001871804,0.2976689153127944,-0.2429142310872777,-0.5188370428216882,-1.3006337047484473,0.3065122064697944,1.561022930447959,1.7418184149597142,0.8313642544759895,1.0771925042677897,1.2515793826826966,-0.4574308375083948,-0.4562340046084945,-1.3170981967549784,0.7848253685484937,0.4867105303254986,-0.8277313896965831,0.5141409907607227,-0.7903313816984677,0.15696862704876002,-0.5462204154871819,0.10062211083544212
519,-0.2407321617440756,1.237710696149668,-0.671373519459885,0.15256924874093414,0.31509094321570386,-0.6800656312549874,-0.6689944324397042,-0.8584916002454605,-0.33413323884336144,1.4254059323729322,1.332645518695934,1.8644136638599977,-0.9367686006728946,0.6764281053209221,0.2521921506980921,0.8966012948530571,-0.28466455043527067,0.6262055616322454,0.206708916010856,0.6769012376943577,0.5335199931423965,-0.7137994661386983,0.32996992499018646,-0.9288824584101658,1.1425228195041448
916,-1.5947030672667954,-0.027514905050636255,1.088748619704186,1.66125921454787,-2.8722622132816493,-0.9983854391882915,0.14088624691120394,-1.169916835710288,1.772251596669744,1.543243528272189,0.30179189981946597,-0.4888494217862741,1.2269332238843076,-0.14760258629866868,-0.5327008396619114,-0.46603650186824225,-0.6022120603617805,0.7660802783846903,-0.45709625658627184,0.46877425607502377,0.32316771418478146,1.884586305934609,0.5136001065697166,-1.1196174332890112,-1.7684393655628516
