,price
25075,9827.0
6981,1807.0
23273,625.0
32194,14574.0
2295,2915.0
6119,4276.0
24416,3806.0
24672,9038.0
31784,568.0
27815,2022.0
30478,2344.0
47883,523.0
42850,1400.0
14006,2141.0
51059,870.0
39866,1877.0
11450,1200.0
24792,797.0
13377,3439.0
33033,4273.0
16525,5202.0
1453,6728.0
14013,14813.0
15010,3536.0
34733,12271.0
48827,2677.0
30950,1238.0
53926,1815.0
33992,2954.0
32523,2354.0
31573,7987.0
40640,1333.0
41735,935.0
28501,658.0
6404,2053.0
28373,448.0
31874,3618.0
50021,421.0
43575,1404.0
21701,477.0
41525,1433.0
22610,1007.0
44400,1668.0
9430,9336.0
4615,13579.0
42123,2022.0
22883,720.0
35898,6558.0
8538,4989.0
38933,4657.0
6549,1142.0
46774,1687.0
50253,1240.0
8581,2148.0
31697,3070.0
29353,1607.0
51981,7199.0
2194,8602.0
38337,1205.0
17518,7550.0
53525,3176.0
17342,1336.0
25858,492.0
19780,1637.0
49030,5395.0
52548,18113.0
42995,3931.0
11141,2348.0
30033,9586.0
6730,3562.0
38979,853.0
47108,1088.0
49893,802.0
9608,14462.0
23502,3082.0
34306,1000.0
9604,2892.0
9437,7087.0
5787,1813.0
50666,2039.0
46044,5600.0
20610,4246.0
49568,2730.0
52902,12174.0
3277,4419.0
28589,593.0
27904,5134.0
8551,755.0
53235,1781.0
24871,1071.0
45768,521.0
5234,1724.0
15555,3096.0
39979,942.0
23149,1656.0
21115,574.0
36305,3013.0
26003,2211.0
12689,1867.0
22365,815.0
1709,552.0
18348,767.0
34989,17073.0
48974,8258.0
5647,14429.0
17018,1066.0
25067,5914.0
40331,1155.0
13375,700.0
304,9229.0
14664,408.0
29347,1695.0
40400,11666.0
152,12654.0
5862,2835.0
37912,716.0
35451,16789.0
3445,645.0
39780,1631.0
21696,1008.0
31911,4423.0
47180,7340.0
1418,2565.0
4702,1218.0
18512,1009.0
20989,7302.0
5561,608.0
7023,5820.0
26695,1161.0
7374,1263.0
15393,1668.0
25803,1076.0
44618,562.0
30240,702.0
16618,2770.0
26318,666.0
11901,3175.0
20682,2495.0
22147,3357.0
17688,3401.0
10629,1053.0
41966,901.0
18175,2092.0
40266,1608.0
12936,4312.0
21597,518.0
23728,775.0
53471,1187.0
33987,1564.0
7815,14482.0
44339,5056.0
12695,2835.0
19679,18026.0
36278,1188.0
48907,3027.0
17170,6858.0
30998,4229.0
8256,2934.0
50710,658.0
8694,18149.0
6851,12229.0
4726,3736.0
3257,788.0
32339,5038.0
49063,3127.0
53594,3363.0
15711,505.0
13247,4873.0
37725,447.0
17557,6132.0
50204,5009.0
38945,6971.0
22323,1251.0
31196,5913.0
52707,3239.0
44479,4508.0
42875,1031.0
4832,4418.0
44495,477.0
6133,2545.0
13889,10512.0
4500,8092.0
40601,2960.0
34528,9484.0
40882,583.0
2942,1003.0
47385,1046.0
4129,402.0
6872,622.0
7397,921.0
44295,14394.0
49690,3084.0
50311,3809.0
35070,8019.0
33199,4926.0
40649,4871.0
18178,5445.0
11682,847.0
40320,1857.0
39831,1033.0
47516,8854.0
37979,973.0
5020,2656.0
48494,7037.0
42184,5731.0
23934,6048.0
34880,2317.0
43197,8733.0
17503,2719.0
14976,6777.0
33256,680.0
38042,1925.0
33553,7032.0
9923,8788.0
10842,935.0
2091,1267.0
44581,14157.0
2901,1912.0
17963,1237.0
5352,698.0
23927,2890.0
3628,10078.0
11426,9417.0
53481,4459.0
30145,2383.0
18600,6327.0
28814,4113.0
29724,6019.0
24212,3346.0
51504,906.0
45850,734.0
20073,4460.0
4201,1016.0
24781,1182.0
15962,6149.0
34647,4011.0
35943,2651.0
19817,4798.0
31979,561.0
38496,9665.0
29387,2726.0
6535,1438.0
19788,929.0
49759,480.0
32655,17329.0
20790,1200.0
1362,3136.0
37523,696.0
2240,3180.0
30597,1425.0
28650,810.0
6379,2781.0
30997,810.0
31101,1067.0
24856,2459.0
9405,3254.0
24733,4016.0
22312,2275.0
2578,6966.0
2237,544.0
23879,3603.0
15433,4556.0
6902,9634.0
49302,2423.0
26036,417.0
26481,4218.0
32057,7877.0
6274,5985.0
46611,5433.0
24800,680.0
37771,4726.0
4203,10435.0
27352,4748.0
48148,638.0
23219,1802.0
32038,1770.0
32971,4025.0
46817,8157.0
20117,4826.0
50195,12286.0
1781,12401.0
17089,3787.0
18937,2327.0
18821,918.0
10157,1374.0
11709,1779.0
39241,2080.0
45128,5280.0
38030,2117.0
4767,3421.0
23796,11655.0
40805,8523.0
33863,12219.0
14449,746.0
30395,1431.0
491,8286.0
49558,1622.0
26822,3986.0
21287,6672.0
43131,844.0
33009,5551.0
27118,4118.0
50499,728.0
12435,1279.0
33428,918.0
17498,1624.0
11592,621.0
47452,14982.0
16329,1751.0
18698,878.0
24038,926.0
34913,12610.0
47493,1694.0
43214,540.0
11264,641.0
38288,1827.0
643,5012.0
19341,9828.0
15719,507.0
32950,3587.0
31804,1424.0
7718,17659.0
42697,1043.0
49108,898.0
24595,11792.0
41745,605.0
22136,6754.0
2718,2331.0
29704,5174.0
7557,876.0
5726,573.0
53591,2548.0
30787,828.0
13651,4128.0
7870,3131.0
36090,2720.0
53063,6884.0
25422,878.0
4364,1780.0
44715,3125.0
22892,8736.0
51551,529.0
47237,1401.0
26959,608.0
28338,4158.0
39269,702.0
6043,1949.0
5170,641.0
26101,1387.0
791,4283.0
1543,1179.0
22862,473.0
48373,9399.0
9349,9596.0
44538,2678.0
11239,994.0
49157,2463.0
9237,4013.0
29490,530.0
33376,4032.0
12301,6733.0
34480,683.0
41890,449.0
46054,2282.0
1285,4612.0
19482,2222.0
24625,984.0
17150,3154.0
48881,5701.0
11210,3387.0
47628,526.0
1043,765.0
31524,589.0
42143,956.0
19724,6618.0
2681,752.0
21579,702.0
25321,5193.0
47235,540.0
30059,17244.0
48340,5631.0
3169,15888.0
51224,2341.0
22629,689.0
426,593.0
5885,3990.0
22845,6459.0
22803,2966.0
34313,8557.0
44057,993.0
30542,5826.0
39125,2954.0
11,5393.0
53487,1039.0
1190,2550.0
3229,5546.0
19011,7099.0
41585,8403.0
30538,7974.0
932,1946.0
4172,1815.0
5356,756.0
40210,501.0
25778,1682.0
25436,3955.0
19706,1040.0
37925,4863.0
47369,3823.0
23876,6486.0
49674,2066.0
22607,942.0
22756,1433.0
25116,5410.0
9998,1221.0
4530,8319.0
2141,1007.0
53040,3623.0
27872,8753.0
12894,741.0
23484,2234.0
24790,394.0
25044,682.0
44615,911.0
11044,730.0
25970,1721.0
22636,896.0
42245,1287.0
13876,697.0
53303,3283.0
29869,4336.0
23260,2429.0
35438,1200.0
17237,17057.0
30749,643.0
2558,5379.0
50804,648.0
41057,4698.0
47847,5249.0
29634,10542.0
39739,730.0
45001,1094.0
15189,1676.0
19244,2352.0
52111,901.0
34490,5223.0
47592,895.0
20326,6606.0
24257,1743.0
6885,4445.0
1533,6232.0
50589,828.0
49626,18706.0
9002,2458.0
957,2198.0
32266,1074.0
31761,1438.0
2760,477.0
52764,10311.0
29879,5364.0
52513,7534.0
19375,10819.0
6314,4031.0
17964,7037.0
20190,5339.0
369,1698.0
28714,4116.0
5030,579.0
21286,2142.0
50175,750.0
15258,690.0
17814,8442.0
44365,8936.0
17914,15043.0
14957,1134.0
31069,4816.0
26164,13278.0
8871,1640.0
14749,3353.0
43109,7870.0
32902,978.0
11797,626.0
20153,7274.0
42758,505.0
39403,1145.0
39061,1080.0
37568,393.0
12143,2130.0
27468,4232.0
38263,1689.0
7886,738.0
23271,850.0
17050,12770.0
24319,2572.0
12993,1951.0
10378,15119.0
23900,608.0
12662,575.0
47688,1981.0
5661,833.0
3309,445.0
10502,840.0
22245,6070.0
37810,4768.0
3056,5294.0
1905,8585.0
165,1632.0
30765,1015.0
4156,2468.0
943,667.0
26755,12906.0
44163,589.0
52821,5086.0
24390,581.0
9535,11646.0
16079,3522.0
31482,2631.0
11905,12087.0
2294,2351.0
6803,2110.0
51113,2333.0
12623,4119.0
20549,4862.0
43564,2020.0
49221,503.0
22929,3749.0
51262,11406.0
42559,2163.0
36694,970.0
35382,3091.0
12006,4022.0
32650,626.0
29173,878.0
289,7168.0
34304,3763.0
41379,4790.0
22370,821.0
50524,10396.0
53179,4854.0
8822,9545.0
17095,827.0
48750,1883.0
42432,675.0
5116,2413.0
21068,2360.0
41712,1044.0
21611,14298.0
46623,2564.0
12044,8662.0
26134,572.0
15695,12231.0
23754,5006.0
36241,449.0
36891,505.0
25145,3606.0
14224,534.0
26700,10043.0
32239,4275.0
30956,737.0
35498,7059.0
46583,3696.0
38742,4932.0
15045,891.0
18173,4200.0
13958,12030.0
53461,1399.0
50421,432.0
12338,3659.0
9733,6002.0
30738,373.0
