,Price
2199,1816000.0
7562,520000.0
9389,480000.0
4540,900000.0
10611,1530000.0
9327,805000.0
5174,352000.0
2882,721000.0
10192,300000.0
2625,1110000.0
6740,380000.0
3703,3028000.0
10617,360000.0
1746,1000000.0
7407,1335000.0
11517,580000.0
10464,545000.0
2457,850000.0
4381,1000000.0
11396,557000.0
76,765000.0
10107,1370000.0
4351,470000.0
8205,755000.0
2698,747000.0
4053,1780000.0
6536,547500.0
12008,266000.0
2260,2116000.0
1775,1410000.0
2889,500000.0
93,2100000.0
8661,1410000.0
8317,505000.0
7573,2550000.0
12097,295000.0
10277,455000.0
714,1300000.0
1076,700000.0
10120,1940000.0
3660,707500.0
7318,2575000.0
2015,975000.0
1885,1075000.0
6005,591500.0
8116,1255000.0
5677,1945000.0
6225,1211000.0
4605,955000.0
1488,1302000.0
5271,479000.0
10557,1223000.0
8113,770000.0
5667,320000.0
9436,1112000.0
2759,2300000.0
5006,1150000.0
9457,1010000.0
1437,921500.0
1233,1511000.0
185,535600.0
10788,2185000.0
2465,1045000.0
4091,1015000.0
3025,1560000.0
4766,456000.0
1297,1060000.0
7457,1705000.0
4655,822000.0
4533,585500.0
449,1160000.0
6192,1150000.0
6208,1421000.0
3247,680000.0
3615,2770000.0
8976,917000.0
381,1518000.0
9761,1400000.0
1155,2030000.0
3995,650000.0
10588,797000.0
4250,1115000.0
1728,545000.0
2928,460000.0
8731,1275000.0
2425,1470000.0
2727,316000.0
1253,1014000.0
4509,2315000.0
7779,1309000.0
2503,1700000.0
5117,350000.0
5688,635000.0
6967,555000.0
3562,460000.0
5861,1435000.0
5130,410000.0
1612,1470000.0
7475,1495000.0
2191,1202000.0
5640,1036500.0
11604,450000.0
5950,675000.0
9767,526500.0
10671,565000.0
6595,1325000.0
4299,617500.0
7822,350000.0
530,1800000.0
3455,886000.0
8348,950000.0
10793,820000.0
11943,751000.0
3753,1350000.0
7422,575000.0
5957,735000.0
8511,2040000.0
7775,535000.0
8888,1205000.0
4742,1610000.0
11082,1022000.0
6818,455000.0
3233,565000.0
144,1120000.0
5181,450000.0
9443,855000.0
2982,730000.0
12132,670000.0
2755,1360000.0
2492,1220000.0
10215,420000.0
5865,470000.0
7588,972000.0
4789,2460000.0
10394,347500.0
8979,450000.0
3859,1915000.0
7632,407500.0
5183,490000.0
788,760000.0
2929,600000.0
11004,550000.0
2676,480000.0
4209,1210000.0
6874,787500.0
2030,981000.0
10073,1420000.0
9275,1325000.0
4634,920000.0
8279,690000.0
8994,507000.0
431,700000.0
10494,1185000.0
1780,1252000.0
6004,1001000.0
10773,650000.0
10172,1837500.0
349,1381500.0
3708,1350000.0
6929,860000.0
42,700000.0
3048,1615000.0
981,465000.0
2312,600000.0
8842,650000.0
9385,950000.0
11858,485000.0
10156,1280000.0
10089,957500.0
7258,850000.0
7284,730000.0
5151,539000.0
9957,421000.0
7445,1190000.0
3254,605000.0
916,340000.0
8360,680000.0
6669,796000.0
7171,758000.0
8394,1000000.0
1616,1750000.0
2846,1665000.0
6654,1815000.0
8411,990000.0
6913,288000.0
7882,1253000.0
1833,1012000.0
12086,920000.0
6927,527000.0
8824,695000.0
5932,710000.0
10783,1150000.0
9869,1200000.0
782,1245000.0
591,3300000.0
1156,3105000.0
1536,1460000.0
4336,2920000.0
3790,566000.0
6234,2080000.0
7631,1500000.0
6601,1320000.0
11529,622000.0
2401,891000.0
9569,805000.0
12164,732000.0
3817,2300000.0
12093,1001000.0
2152,753000.0
3463,520000.0
4367,591500.0
12055,745000.0
8963,1385000.0
2816,2016000.0
3834,2250000.0
7926,837000.0
5746,1040000.0
9016,945000.0
6146,610000.0
11832,502000.0
3079,3325000.0
4098,2340000.0
5264,2180000.0
7766,1790000.0
9033,1315000.0
7267,1028000.0
3425,1095000.0
4974,980000.0
1731,250000.0
7348,665000.0
11619,1630000.0
11283,1070000.0
6487,1535000.0
1870,965000.0
2804,1220000.0
10932,1500000.0
2211,2309000.0
10288,501000.0
6243,1182500.0
168,678000.0
3465,900000.0
3006,468000.0
9162,1890000.0
4609,555000.0
10423,800000.0
11401,590000.0
2107,670000.0
6660,1035000.0
9248,572000.0
3707,1300000.0
3487,830000.0
12198,597000.0
567,2810000.0
7149,1670000.0
11135,923000.0
2367,325000.0
6814,881000.0
9404,1400000.0
10604,660000.0
11937,480000.0
440,750000.0
2018,951000.0
10289,2920000.0
8598,1260000.0
4864,1820000.0
4359,1300000.0
10914,740000.0
4513,865000.0
4832,1055000.0
11374,610000.0
1224,900000.0
12112,921000.0
2592,875000.0
2753,1900000.0
6363,2650000.0
6301,383000.0
4710,1250000.0
2691,780000.0
36,1012500.0
4498,1340000.0
4003,675000.0
8351,785000.0
2249,895000.0
10764,1150000.0
6452,1040000.0
10778,1002000.0
3143,335000.0
6880,520000.0
6088,587000.0
8283,560000.0
10473,550000.0
7918,740000.0
3601,1875000.0
3938,570000.0
7757,1020000.0
7662,870000.0
1360,801000.0
11690,435000.0
7134,785000.0
486,642000.0
10237,1360000.0
10747,705000.0
7293,185000.0
4685,720000.0
5419,1405000.0
3658,610000.0
637,1950000.0
8062,2000000.0
9394,2750000.0
5786,875000.0
9316,1360000.0
3602,2850000.0
3160,520000.0
11035,839000.0
6961,1600000.0
12178,1245000.0
5344,1088000.0
3989,400000.0
8600,950000.0
167,730000.0
1915,1221000.0
3883,1230000.0
7719,1700000.0
8902,1605000.0
8014,646000.0
10657,490000.0
3100,1020000.0
11282,1350000.0
801,570000.0
2138,1316000.0
7337,1641000.0
3379,587000.0
742,1100000.0
6464,342500.0
5523,815000.0
3244,584000.0
9764,1210000.0
3488,600000.0
10446,1225000.0
11410,740000.0
4341,726000.0
6187,600000.0
5682,310000.0
2847,600000.0
10496,630000.0
2478,393000.0
715,855000.0
2957,504000.0
11725,900000.0
3130,330000.0
6503,830000.0
11236,865000.0
9485,1361000.0
10287,762000.0
8836,780000.0
2089,1015000.0
8825,500000.0
8887,1225000.0
4934,550000.0
5885,905000.0
1834,599000.0
7278,420000.0
6408,920000.0
9657,635000.0
10744,940000.0
4193,1160000.0
3975,330000.0
5262,500000.0
8639,903000.0
2485,1605000.0
5414,1570000.0
10676,501000.0
12059,375000.0
7336,991000.0
1886,1105000.0
3003,815000.0
23,500000.0
8326,1400000.0
9669,1060000.0
1309,1800000.0
11404,840000.0
789,825000.0
7292,600000.0
4844,570000.0
11881,3812000.0
4394,1980000.0
2514,548000.0
7959,3600000.0
9055,730000.0
8581,1520000.0
8950,350000.0
12161,1090000.0
10092,505000.0
7139,331000.0
1957,763000.0
3547,812000.0
11659,730000.0
10385,2400000.0
5350,415000.0
7072,1651000.0
3844,940000.0
7420,455000.0
1395,471000.0
10594,460000.0
7481,881000.0
9867,890000.0
7654,794000.0
12140,575500.0
9634,222000.0
9287,970000.0
9463,1100000.0
10270,670000.0
11709,576000.0
5833,366000.0
1226,1725000.0
9523,1950000.0
11118,630000.0
12206,1285000.0
6032,725000.0
9937,797000.0
5639,310000.0
4015,1515000.0
8021,941000.0
6515,1010000.0
1310,1350000.0
9941,685000.0
3752,690000.0
6899,526000.0
8368,1214000.0
8822,847000.0
7507,1300000.0
5032,352000.0
1822,622000.0
8402,925000.0
1315,936000.0
5709,1540000.0
5598,650000.0
3540,1005000.0
2315,1561000.0
2826,3860000.0
11232,1860000.0
12021,629500.0
2595,1222500.0
9717,782500.0
1339,350000.0
11317,962000.0
738,1400000.0
965,640000.0
252,1125000.0
11844,350000.0
10075,856000.0
2098,1265000.0
5444,560000.0
3684,1800000.0
872,1250000.0
11773,495000.0
5748,832500.0
8863,675000.0
10004,1400000.0
11495,755000.0
9753,1208000.0
5412,2055000.0
6023,605000.0
5553,1100000.0
9954,625000.0
9693,1017500.0
6119,2100000.0
3942,495000.0
8421,718000.0
12077,668000.0
10542,390000.0
6965,1425000.0
10540,1225000.0
5662,1780000.0
4382,598000.0
8409,950000.0
9784,1475000.0
7794,1880000.0
11973,508000.0
447,636000.0
7748,677776.0
56,700000.0
4447,1676000.0
2855,2950000.0
4828,1106000.0
2986,740000.0
476,850000.0
8480,677500.0
6862,565000.0
7868,760000.0
4929,1000000.0
11799,1340000.0
6096,470000.0
8020,745000.0
6074,480000.0
750,797500.0
11280,762000.0
4952,800000.0
376,1555000.0
2458,872000.0
11166,626000.0
6375,541000.0
4410,1255000.0
11478,1060500.0
8615,1350000.0
3433,450000.0
4308,600000.0
12195,645000.0
3312,715000.0
3264,915000.0
5377,2000000.0
11884,950000.0
2400,1001000.0
6562,1225000.0
8486,470000.0
11660,600000.0
6851,1117000.0
8860,750000.0
11633,500000.0
7966,375000.0
9549,691000.0
5873,580000.0
5425,385000.0
10195,510000.0
12139,927000.0
227,1870000.0
11760,1390000.0
2317,313000.0
3441,700000.0
6843,2033000.0
6594,600000.0
2648,350000.0
1508,1300000.0
6147,2003000.0
11391,580000.0
1684,1330000.0
499,474000.0
6983,1582000.0
1699,820000.0
1877,1000000.0
4256,770000.0
513,3250000.0
10436,799000.0
5365,2640000.0
8419,830000.0
2704,305000.0
820,651000.0
6157,770500.0
8240,1030000.0
7484,1250000.0
9729,460000.0
5719,868000.0
11872,613000.0
474,730000.0
6153,2100000.0
5236,762500.0
3873,1420000.0
9221,1780000.0
6227,1155000.0
2916,607000.0
11656,751000.0
5221,240000.0
480,790000.0
5210,395000.0
7199,296000.0
5527,920500.0
2577,990000.0
11046,815000.0
5666,2600000.0
11098,345000.0
9343,790500.0
5804,475000.0
8872,670000.0
7931,1475000.0
7865,1320000.0
9577,1080000.0
1349,835000.0
3668,1750000.0
8483,932500.0
5886,1052000.0
9044,1336000.0
2922,620250.0
6568,2050000.0
8803,750000.0
1606,530000.0
8134,1410000.0
3031,2520000.0
2762,2100000.0
8090,2365000.0
4889,1082000.0
3148,2325000.0
3349,677500.0
1659,690500.0
6057,450000.0
10041,833800.0
1446,820000.0
8839,645000.0
1020,575000.0
705,900000.0
4580,2200000.0
1866,1042500.0
4907,735000.0
12133,605000.0
3685,3065000.0
2122,1403000.0
2574,1181000.0
11153,257500.0
1921,1202000.0
2956,500000.0
7058,1400000.0
7720,575000.0
7802,1400000.0
9381,1494000.0
1419,1095000.0
7728,701000.0
11946,591000.0
5224,793000.0
2025,1150000.0
594,2205000.0
1558,1017000.0
6832,1600000.0
8233,950000.0
10509,400000.0
10434,1126000.0
4663,810000.0
11315,1115000.0
3649,551000.0
2058,707000.0
3434,703000.0
8532,1070000.0
6890,333000.0
6388,1900000.0
11703,590000.0
5304,855000.0
7145,835000.0
5836,640000.0
6931,617000.0
11929,600800.0
7298,625000.0
7204,1668000.0
535,1750000.0
9608,1975000.0
292,2425000.0
2836,2200000.0
12045,620500.0
9427,1316000.0
2870,806500.0
12053,3015000.0
4584,401000.0
4808,549800.0
8934,560000.0
4764,1405000.0
3647,1450000.0
5371,810000.0
1318,1044000.0
7861,1085000.0
11141,1225000.0
10411,1050000.0
6693,1137500.0
9195,555500.0
8718,640000.0
10197,601000.0
8447,1181000.0
8892,1385000.0
5641,627500.0
8167,1100000.0
2228,2600000.0
11661,410000.0
6158,1250000.0
6808,1335000.0
9354,1626000.0
3284,532000.0
4404,1700000.0
4129,1505000.0
8163,995000.0
356,487500.0
12125,520000.0
9115,877500.0
6805,400000.0
3954,400000.0
10166,1075000.0
837,840000.0
8039,643000.0
266,710000.0
9159,764000.0
2006,1461000.0
9627,517000.0
9935,1995000.0
8850,500000.0
2362,1315000.0
9006,540000.0
6649,706000.0
10045,1700000.0
8925,840000.0
3944,456000.0
2899,460000.0
1890,1417000.0
7510,1968500.0
157,605000.0
4257,1200000.0
127,465000.0
9501,1120000.0
3671,1440000.0
1441,370000.0
5632,2300000.0
6896,650000.0
7534,959000.0
2748,671000.0
6978,573000.0
8602,1875000.0
9120,2600000.0
10130,1199000.0
3061,875500.0
9726,771000.0
6248,1509000.0
5817,570000.0
10221,835000.0
1057,2700000.0
1963,1278000.0
3125,806000.0
3776,3460000.0
4502,1634000.0
1127,3900000.0
6802,1600000.0
12154,945000.0
9625,660000.0
9063,1105000.0
4337,1635000.0
9723,1250000.0
4237,1030000.0
4991,425000.0
7591,1210000.0
8546,331000.0
1543,640000.0
3263,1100000.0
9025,1660000.0
7210,1197000.0
7741,1000000.0
2268,955000.0
6223,725000.0
11526,1111500.0
5235,1025000.0
132,2100000.0
6329,330000.0
7223,1021000.0
9544,310000.0
603,3250000.0
4288,780000.0
3894,425000.0
10078,1650000.0
393,1500000.0
11160,760000.0
8649,2860000.0
8870,320000.0
5123,546000.0
11056,505000.0
5888,1265000.0
7636,1222000.0
3656,2850000.0
8011,2325000.0
5479,1021000.0
9267,1120000.0
181,730000.0
2277,1050000.0
4281,816000.0
3234,1587500.0
10432,805000.0
3746,349000.0
4083,1260000.0
10752,598000.0
11645,505000.0
3902,500000.0
401,1860000.0
7706,1105000.0
11287,1100000.0
1631,2750000.0
3608,2310000.0
4707,2200000.0
10629,670000.0
8417,660000.0
6673,620000.0
9213,800001.0
12069,360000.0
3403,785000.0
4007,390000.0
5721,530000.0
10770,1820000.0
4194,825000.0
8779,515500.0
7346,855000.0
7130,435000.0
3717,715000.0
6200,641000.0
4984,1123000.0
9621,419000.0
2067,860000.0
4639,500000.0
5168,613000.0
6639,1000000.0
1599,2228000.0
4989,1050000.0
10884,660000.0
1385,1210000.0
9304,575000.0
9834,960000.0
4649,970000.0
6492,850000.0
1405,380000.0
4962,910000.0
3275,631000.0
809,1160000.0
8982,645000.0
2029,1007000.0
6110,1110000.0
2650,420500.0
4412,1020000.0
3024,1400000.0
12092,9000000.0
8759,630000.0
11117,2025000.0
5015,900000.0
11103,798000.0
1702,1295000.0
4477,770000.0
61,1042000.0
6507,1470000.0
9412,2380000.0
6571,800000.0
2094,855000.0
8339,1210000.0
10306,750000.0
1880,1270000.0
3370,790000.0
9219,455000.0
10979,702500.0
11095,688000.0
10561,862000.0
8607,500000.0
2287,717000.0
11201,632500.0
9095,840000.0
6434,1085000.0
8149,1200000.0
8316,1025000.0
9839,900000.0
664,1335000.0
2906,410000.0
6951,2151000.0
1046,3775000.0
10265,710000.0
2404,280000.0
5391,1105000.0
8034,3160000.0
7921,1615000.0
1568,430000.0
462,585000.0
743,1327500.0
222,550000.0
7801,1400000.0
6112,2009000.0
5899,1150000.0
625,860000.0
8060,456000.0
6756,855000.0
2188,973500.0
2177,1391000.0
7131,1370000.0
3499,900000.0
9774,875000.0
11322,625500.0
8949,610000.0
7301,760000.0
438,830000.0
5620,1630000.0
7251,915000.0
353,786000.0
8184,1250000.0
456,650000.0
4073,1211000.0
6849,589000.0
239,645000.0
8106,1070000.0
6357,462800.0
230,660000.0
5556,770000.0
4896,931000.0
8201,311500.0
8741,642000.0
9711,1175000.0
5792,455000.0
1018,850000.0
7219,1061000.0
8687,1320000.0
1760,1360000.0
7195,1500000.0
6179,2450000.0
10722,710000.0
10358,806000.0
1103,1962000.0
11593,410000.0
7852,1250000.0
8094,1040000.0
9656,1751000.0
4170,910000.0
3251,650000.0
11042,565000.0
4111,440000.0
3063,1457500.0
4900,560000.0
9142,1025000.0
11984,1820000.0
2947,440000.0
11182,812000.0
11268,425500.0
7153,1076000.0
3431,560000.0
11498,763000.0
4714,1000000.0
10632,725000.0
9198,1300000.0
9861,955000.0
9830,1150000.0
10845,605000.0
8678,552000.0
1034,550000.0
2264,300000.0
5211,810000.0
5404,791500.0
10472,1115000.0
4693,650000.0
906,1115000.0
8215,708000.0
8727,825000.0
368,970000.0
10236,1385000.0
3593,650000.0
1415,1245000.0
5763,1070000.0
2286,510000.0
8568,597500.0
11417,702000.0
12102,681000.0
8637,811000.0
5403,1800000.0
114,1750000.0
5322,1465000.0
3827,2273000.0
2900,793000.0
1721,330000.0
6310,438000.0
6569,611000.0
3184,1975000.0
3742,728000.0
1824,2625000.0
3080,691000.0
10402,695000.0
3023,1686500.0
9972,865000.0
9824,1000000.0
1901,856000.0
3232,580000.0
4075,1395000.0
1918,955000.0
5384,750000.0
9734,455000.0
1569,717000.0
6772,1625000.0
347,390000.0
1242,903000.0
420,1100000.0
4868,712500.0
9224,1680000.0
37,1030000.0
5426,1150000.0
9934,840500.0
8370,920000.0
8796,940000.0
10646,1310000.0
1031,510000.0
4313,850000.0
5405,1600000.0
9445,1410000.0
10505,807500.0
11266,451500.0
11451,740000.0
763,910000.0
8874,460000.0
10853,453350.0
10303,963500.0
8658,940000.0
10800,630000.0
2484,765000.0
6064,621000.0
1222,2200000.0
4320,1190000.0
8355,650000.0
2134,1050000.0
2423,1726000.0
6575,1370000.0
5635,2870000.0
6878,925000.0
10756,480000.0
7903,710000.0
5386,1645000.0
6580,300000.0
9790,700000.0
9002,2120000.0
1575,892000.0
509,1070000.0
11210,615000.0
6414,920250.0
9148,1200000.0
2304,369000.0
4610,585000.0
5216,968000.0
748,1275000.0
10421,1400000.0
11733,420000.0
1259,1050000.0
3077,1100000.0
7450,916000.0
1888,3010000.0
11763,510000.0
10322,3399000.0
711,1110000.0
9696,510000.0
11136,600000.0
6911,460000.0
8857,530000.0
6950,1550000.0
1372,1217000.0
7626,435000.0
712,2435000.0
3329,1316000.0
10829,750000.0
5825,360000.0
10372,1250000.0
10370,2258000.0
5140,323000.0
9054,1315000.0
8221,1410000.0
4365,450000.0
4064,675000.0
9232,5600000.0
1482,1300000.0
1489,1050000.0
104,647000.0
8074,1465000.0
1794,468250.0
11078,790000.0
1821,1870000.0
2386,1385000.0
11178,1200000.0
5272,3200000.0
9507,1125000.0
1741,950000.0
1658,3400000.0
212,610000.0
5511,1455000.0
4375,560000.0
6232,755000.0
3058,2400000.0
323,610000.0
11501,2800000.0
1097,1875000.0
10774,785000.0
10005,955000.0
1359,1510000.0
334,540000.0
5829,1120000.0
3110,1416000.0
3474,835000.0
2840,720000.0
3691,1950000.0
1613,820000.0
5769,602000.0
792,1275000.0
233,3625000.0
5862,750000.0
5349,912000.0
1064,2750000.0
209,931000.0
9336,455000.0
1327,800000.0
5657,450000.0
11569,510000.0
5522,1310000.0
4047,1564000.0
4810,500500.0
2413,1756000.0
11564,950000.0
7132,605000.0
12075,427500.0
12032,835000.0
3542,666000.0
10080,1290000.0
871,780000.0
3889,1297000.0
1263,400000.0
1618,667000.0
7078,350000.0
7512,1107000.0
9514,1065000.0
2414,320500.0
5361,1275000.0
7055,1362000.0
4768,1130000.0
1220,1300000.0
3891,523000.0
1765,907000.0
10474,1171000.0
2456,1630000.0
5837,785000.0
8166,280000.0
2001,1130000.0
1513,1755000.0
7030,620000.0
4601,770000.0
2801,1960000.0
4043,725000.0
7091,731000.0
3582,520000.0
2523,810000.0
10675,330000.0
6178,520000.0
9360,1270000.0
8057,930000.0
7436,1100000.0
10861,529000.0
3078,800000.0
5234,620000.0
5339,1081000.0
6393,4200000.0
7289,670000.0
10504,835000.0
2110,1000000.0
5528,1620000.0
2375,1402000.0
9297,888000.0
9330,422000.0
1328,1015000.0
8181,1005000.0
2308,684000.0
9158,605000.0
3546,975000.0
3527,918000.0
10341,737500.0
8253,475000.0
3991,750000.0
617,3690000.0
7787,1400000.0
7051,1195000.0
11370,426000.0
7663,1385000.0
5916,1400000.0
6383,950000.0
8349,1085000.0
6699,1081000.0
12119,940000.0
2652,85000.0
6443,582000.0
8781,572000.0
745,1370000.0
3541,1234500.0
11962,1020000.0
3745,935000.0
2004,845000.0
8807,1350000.0
4731,420000.0
11669,430000.0
3047,3470000.0
11463,970000.0
10814,420000.0
1336,860000.0
11965,1120000.0
11692,476500.0
7621,1015000.0
6723,900500.0
3095,2250000.0
7371,1110000.0
3285,740000.0
5470,780000.0
11741,926000.0
4877,855000.0
3751,600000.0
1313,860000.0
4672,616000.0
11841,1110000.0
7438,2115000.0
2903,447500.0
7810,450000.0
8525,470000.0
3333,2120000.0
6551,2440000.0
6578,452000.0
4549,881500.0
3053,1690000.0
9051,2000000.0
976,1760000.0
6069,485000.0
4870,1021000.0
653,1680000.0
11743,309000.0
2269,680000.0
11485,725000.0
8069,1211000.0
8951,525000.0
8052,725000.0
7107,685000.0
9871,410000.0
7257,913000.0
7769,720000.0
9583,670000.0
5297,1275000.0
611,1750000.0
4029,750000.0
2114,672000.0
5743,540000.0
4819,830000.0
6193,1201000.0
4724,1100000.0
3166,1828500.0
2602,1600000.0
11418,575000.0
511,2400000.0
12114,840000.0
10842,795000.0
3015,720000.0
4414,790000.0
4436,926000.0
11379,896000.0
4463,1340000.0
9102,1525000.0
10725,1410000.0
3704,2100000.0
520,2330000.0
8540,970000.0
4786,600000.0
7187,1322000.0
12049,445000.0
1092,1570000.0
4397,1710000.0
11767,559000.0
6712,908000.0
9488,1100000.0
12098,1965000.0
5800,370500.0
3771,905000.0
5333,1420000.0
1109,1500000.0
11723,560000.0
7579,1975000.0
1038,565000.0
4442,888000.0
20,1330000.0
9399,870000.0
5684,410000.0
6637,670000.0
6266,1430000.0
9965,1110000.0
4822,1210000.0
934,900000.0
5340,860000.0
9292,955000.0
11024,1220000.0
7760,1005000.0
7017,2040000.0
394,1800000.0
8390,1301000.0
6312,925000.0
1737,707000.0
2165,1510000.0
4074,2405000.0
561,3290000.0
3069,1320000.0
10698,615888.0
12035,1030000.0
12096,910000.0
1162,1850000.0
9881,800000.0
8140,2337000.0
4622,1345000.0
1729,1170000.0
1527,1255000.0
5157,1120000.0
842,1208000.0
2930,1217500.0
10569,1030000.0
58,462500.0
12088,600000.0
5492,990000.0
2865,460000.0
10408,1462000.0
6784,510000.0
2291,878500.0
6302,1164000.0
83,1110000.0
6883,970000.0
9245,519000.0
1945,1210000.0
9422,925000.0
1649,2950000.0
4450,810000.0
4093,1013000.0
2724,360000.0
9302,1400000.0
8295,845000.0
414,1120000.0
5514,1200000.0
11599,874000.0
2450,1150000.0
6952,1140000.0
10758,1425500.0
10027,890500.0
6128,2860000.0
6216,678000.0
7344,1124000.0
3870,1580000.0
9880,1340000.0
4833,1350000.0
7876,895000.0
11608,1260000.0
2907,688000.0
9713,602000.0
6842,1550000.0
3538,570000.0
2133,920000.0
1897,1180000.0
10846,610000.0
10025,365000.0
8986,578000.0
8802,291000.0
9459,1100000.0
8382,595000.0
8256,1190000.0
1817,1400000.0
11917,615000.0
1937,466000.0
3949,1460000.0
337,440000.0
8900,936000.0
2335,526000.0
4687,1570000.0
2072,650000.0
10572,680000.0
11938,1050000.0
1726,625000.0
9598,1001000.0
1047,1975000.0
5461,860000.0
8051,680000.0
2815,328000.0
5169,779000.0
9797,690000.0
4089,1145000.0
2320,470000.0
6011,480000.0
5114,940000.0
9166,695000.0
8890,1600000.0
3386,1470000.0
4104,930000.0
3614,4850000.0
5740,622500.0
766,635000.0
2861,1931000.0
3782,635000.0
5665,2050000.0
11454,650000.0
4295,770000.0
1144,850000.0
10068,651000.0
9976,1920000.0
2510,1010000.0
4923,990000.0
2273,357000.0
9850,985500.0
10622,1018000.0
6323,1280000.0
4457,1170000.0
6053,496000.0
1672,1425000.0
6143,1700000.0
4541,480000.0
4055,1730000.0
7322,1010000.0
1808,1750000.0
2275,1210000.0
3761,1060000.0
7795,1545000.0
8627,616000.0
7890,797000.0
2045,700000.0
9123,1600000.0
8852,758000.0
1295,792000.0
5860,1600000.0
